Rank,Channel_Name,Subscriber_Count,Video_Views,Video_Count,Genre,Channel_Started,Channel_Age,Avg_Views_Per_Video,Upload_Consistency,Health_Score,Creator_Segment,Growth_Score
231,RomeoSantosVEVO,0.0218621399176954,0.0099866983145936,209,Music,2011,15,0.0656284778196549,0.000705510402212,2.39,Growing Creator,4.94
232,Zhong,0.0856481481481481,0.0098429546718248,1315,Entertainment,2015,11,0.0103794907702855,0.0063421078532623,3.6,Stable Creator,10.05
233,7clouds,0.0637860082304526,0.0098364675313436,2227,Music,2013,13,0.0061144992869893,0.0091046969773391,2.79,Stable Creator,7.97
234,Boram Tube Vlog [보람튜브 브이로그],0.1126543209876543,0.0097020445907846,223,Entertainment,2012,14,0.0612387776355839,0.0008119977431799,5.47,Stable Creator,9.18
235,CNN,0.0474965706447187,0.0096730325247861,158144,News & Politics,2005,21,5.2720332546760254e-05,0.4018791584704453,7.98,Growing Creator,11.34
236,Anuel AA,0.086076817558299,0.0096569091652945,138,Music,2016,10,0.0989105169595146,0.0006983943030543,5.29,Stable Creator,10.61
237,And TV,0.0564986282578875,0.0096366624110037,29039,Entertainment,2015,11,0.0004364173935517,0.1408557894780618,4.39,Stable Creator,10.48
238,ChrisBrownVEVO,0.0350651577503429,0.0094086185248233,297,Music,2009,17,0.0457652750382409,0.0008942963269267,2.44,Growing Creator,4.2
239,ImagineDragonsVEVO,0.025505829903978,0.0090836364006217,194,Music,2012,14,0.0697302564454343,0.0007014440598362,2.57,Stable Creator,5.68
240,One Direction,0.1465192043895747,0.0089412950292836,157,Music,2010,16,0.0859814950914087,0.0004855784626176,7.12,Growing Creator,9.26
241,ViralHog,0.0237054183813443,0.0088176115414933,37537,People & Blogs,2014,12,0.00032542954437,0.1669100118432221,3.6,Stable Creator,9.01
242,mujjuu___14,0.0736454046639231,0.0087221670243135,769,People & Blogs,2020,6,0.0174676199038705,0.0068022283556219,3.29,Stable Creator,12.63
243,Gusttavo Lima Oficial,0.0685013717421124,0.0084121003882561,352,Music,2010,16,0.0380161109344448,0.0011360344012564,3.43,Growing Creator,6.14
244,Fueled By Ramen,0.0470679012345679,0.0081440594345464,1203,Music,2006,20,0.0110531077312458,0.0031721282727702,2.16,Growing Creator,2.82
245,REACT,0.0697873799725651,0.0081343625645433,4089,Entertainment,2007,19,0.0032276269462097,0.0114478238781509,2.92,Growing Creator,4.52
246,Wiz Khalifa,0.1002229080932784,0.0081161291111826,625,Music,2008,18,0.0212967717960742,0.0018150288625593,4.2,Growing Creator,6.16
247,SSundee,0.0775034293552812,0.0081133996946195,3219,Gaming,2009,17,0.004107686685262,0.010067785329414,3.19,Growing Creator,6.03
248,Yoeslan,0.0487825788751714,0.0079061984197305,445,Entertainment,2020,6,0.0298259742405011,0.0039202081967296,2.6,Stable Creator,11.59
249,SportsNation,0.0248628257887517,0.0077721880668134,3337,Sports,2009,17,0.003939823687174,0.0104382410796856,1.34,Growing Creator,3.92
250,Rotten Tomatoes Trailers,0.0513545953360768,0.0077690442343027,10037,Film & Animation,2011,15,0.0012873500229,0.035674021663439,2.59,Growing Creator,6.62
251,LadyGagaVEVO,0.0225480109739369,0.0077612811022433,204,Music,2009,17,0.0649524844113521,0.0006023269644245,2.33,Growing Creator,3.65
252,Billie Eilish,0.1872427983539094,0.0077403044590836,51,Music,2013,13,0.2598246967920605,0.0001712555731372,11.98,Elite Creator,12.72
253,GMA Public Affairs,0.0723593964334705,0.0077127598643329,42560,Entertainment,2009,17,0.0002776128950541,0.133577104578851,4.77,Growing Creator,8.09
255,Sia,0.0796467764060356,0.0074948417052802,169,Music,2007,19,0.0780808676237334,0.0004365967603557,4.58,Growing Creator,4.67
256,RCTI - LAYAR DRAMA INDONESIA,0.0530692729766803,0.0074053954689035,66131,Entertainment,2015,11,0.0001656989905285,0.3208219371777828,6.9,Stable Creator,12.42
257,ETV Jabardasth,0.042352537722908,0.0073899054442404,8662,People & Blogs,2015,11,0.0014878737272141,0.0419889127478447,2.36,Stable Creator,8.67
258,Jimmy Kimmel Live,0.0655006858710562,0.0073874258961163,6419,Entertainment,2006,20,0.0020194581077919,0.0170912182253465,2.81,Growing Creator,3.84
259,Junya.じゅんや,0.0762174211248285,0.0073437516281252,4311,Entertainment,2020,6,0.0030212640282322,0.0383087573765992,3.52,Stable Creator,12.89
260,rezendeevil,0.1199417009602194,0.0073242551568433,11800,Gaming,2012,14,0.001082088177651,0.0449457905732017,5.11,Stable Creator,10.07
261,Sony AATH,0.0629286694101508,0.0066824205743409,16954,Film & Animation,2013,13,0.0007349763518104,0.0695655386867512,3.46,Stable Creator,8.7
262,BabyBus - Canciones Infantiles & Videos para Niños,0.0796467764060356,0.006278798158351,1122,Education,2018,8,0.0115052149063509,0.0074471248417938,3.32,Stable Creator,11.56
263,Kids TV - Nursery Rhymes And Baby Songs,0.0757887517146776,0.0060610362536125,3634,Film & Animation,2013,13,0.0035164344108668,0.0148810536205891,3.13,Stable Creator,8.42
264,Linkin Park,0.0697873799725651,0.0060397086196471,598,Music,2006,20,0.0215324272294708,0.0015576632763537,3.08,Growing Creator,3.63
265,Wave Music Bhojpuri,0.0805041152263374,0.0059659583239045,22118,Music,2014,12,0.0005487370972076,0.098333053772295,4.48,Stable Creator,10.3
266,Beam Copphone,0.0166752400548696,0.0055599029742714,2737,Entertainment,2012,14,0.0046415471870702,0.0103958584302901,1.0,Stable Creator,5.37
267,DisneyChannelUK,0.0372085048010973,0.0052518882822125,4382,Music,2007,19,0.0028717586105267,0.0122708569254759,1.7,Growing Creator,3.15
268,Shawn Mendes,0.1117969821673525,0.0048689143504576,133,Music,2011,15,0.0950884188393776,0.0004350986342172,5.97,Growing Creator,8.37
269,Alan Walker,0.1679526748971193,0.0048197780022694,366,Music,2012,14,0.0345044462600188,0.001357141767944,6.73,Stable Creator,11.26
270,ABC News,0.0444958847736625,0.004808156750372,77308,News & Politics,2006,20,0.000129840589811,0.2062611506732338,4.8,Growing Creator,7.02
271,Selena Gomez,0.1233710562414266,0.004797173143229,188,Film & Animation,2008,18,0.0671802127281054,0.000519305807584,5.81,Growing Creator,6.96
272,Masha y el Oso,0.0967935528120713,0.0047750877228882,963,Film & Animation,2016,10,0.01308326139858,0.0051014806569176,3.87,Stable Creator,10.94
273,Geet MP3,0.1289437585733882,0.004575598606897,630,Music,2016,10,0.0199501453334722,0.0033242348922673,5.1,Stable Creator,12.21
274,YoungBoy Never Broke Again,0.0363511659807956,0.0045411936486626,590,Entertainment,2015,11,0.0212927619969165,0.002824490655961,1.88,Stable Creator,7.87
275,XO TEAM,0.0372085048010973,0.0037734299363576,2786,People & Blogs,2021,5,0.0044249854448517,0.0297000564205004,1.95,Stable Creator,11.76
276,Atlantic Records,0.042352537722908,0.0034595191292154,1544,Music,2006,20,0.0079689313733782,0.0040820994525686,1.81,Growing Creator,2.51
277,AMARINTV : อมรินทร์ทีวี,0.0556412894375857,0.0033660384804565,104717,Entertainment,2014,12,8.416502355205482e-05,0.4656972252296212,9.04,Stable Creator,14.01
278,Pitbull,0.0530692729766803,0.0033359143609532,335,Music,2006,20,0.0367725628868102,0.0008558379969197,2.71,Growing Creator,2.87
279,CKN,0.0637860082304526,0.0031339971916759,474,Entertainment,2015,11,0.0258899404025043,0.0022616719043928,2.88,Stable Creator,8.92
280,Indosiar,0.0843621399176954,0.0030864148594119,65623,Music,2013,13,0.0001534542189892,0.269373286711154,7.09,Stable Creator,12.26
281,AdeleVEVO,0.0487825788751714,0.0030778137880574,52,Music,2009,17,0.2360434329061168,0.0001251297267866,6.52,Growing Creator,4.55
282,Topper Guild,0.0440672153635116,0.0029723651723929,644,Comedy,2014,12,0.0189941794457195,0.0028261079512242,2.05,Stable Creator,7.51
283,東海オンエア,0.0133316186556927,0.0027807241291039,2657,Comedy,2013,13,0.0045631850161044,0.0108700369607062,0.8,Stable Creator,5.77
284,Like Nastya AE,0.0852194787379972,0.0027644083684766,615,Entertainment,2018,8,0.0198205875074288,0.0040647539608716,3.52,Stable Creator,11.65
285,Kaji Family,0.0227194787379972,0.0027240472584769,977,Entertainment,2016,10,0.0124555040958901,0.005176199698074,1.2,Stable Creator,7.92
286,As/Is,0.0286351165980795,0.0025428250806549,4824,People & Blogs,2013,13,0.0024879025595663,0.019766529388512,1.42,Stable Creator,6.5
287,OneDirectionVEVO,0.0779320987654321,0.0024656485840013,266,Music,2010,16,0.0456346381042348,0.0008491666539593,3.73,Growing Creator,6.33
288,NichLmao,0.0783607681755829,0.0022164882941018,751,People & Blogs,2018,8,0.0160723031019138,0.0049720566034858,3.21,Stable Creator,11.37
289,ABP NEWS,0.1362311385459533,0.0022081098713718,262326,People & Blogs,2012,14,1.2460296738469631e-05,1.0,19.83,Elite Creator,25.07
290,GMMTV OFFICIAL​​,0.0517832647462277,0.0021987742745654,22174,Entertainment,2010,16,0.0005116748369632,0.0739270574421689,3.0,Growing Creator,6.54
291,michaeljacksonVEVO,0.0186899862825788,0.0020406480240553,138,Music,2009,17,0.0873484384718719,0.0003951229007133,2.47,Growing Creator,3.32
292,ItsFunneh,0.0262345679012345,0.0019696222693941,2519,Gaming,2011,15,0.0047475599760361,0.0089246049294235,1.21,Growing Creator,5.0
293,NBA,0.0693587105624142,0.001824977359698,45177,Sports,2005,21,0.0002322797952091,0.1147775964866801,4.21,Growing Creator,5.44
294,ChainsmokersVEVO,0.0316358024691358,0.0016915820097982,246,Music,2012,14,0.0486883076410518,0.0008996782506595,2.15,Stable Creator,5.7
295,eltrece,0.0359224965706447,0.0015709067137412,159305,Entertainment,2014,12,4.143619514936486e-05,0.7084807382444583,11.93,Elite Creator,16.32
296,Jake Fellman,0.0483539094650205,0.0011260529873939,440,Entertainment,2012,14,0.0269370949512127,0.0016392442702694,2.29,Stable Creator,6.37
297,DisneyJuniorUK,0.0324931412894375,0.0009716753972814,2789,Entertainment,2010,16,0.0042097366860185,0.0092650657985025,1.39,Growing Creator,4.61
298,JTBC Entertainment,0.0165466392318244,0.0006078207110355,76838,Entertainment,2012,14,0.0001193885787054,0.2928833925494442,4.99,Stable Creator,9.5
299,Mnet TV,0.0228052126200274,0.0002652556592503,21617,Entertainment,2013,13,0.0005069877576292,0.0887092139017298,2.15,Stable Creator,7.17
300,GMA News,0.0393518518518518,0.0,345736,News & Politics,2007,19,0.0,0.9711296379376904,15.94,Elite Creator,22.82
